filename,makespan,time,ub
3128_10j_5m,109.0,1800.2473330497742,109.0
3129_10j_5m,102.0,1800.264607667923,102.0
3130_10j_5m,97.0,1800.2637765407562,97.0
3131_10j_5m,105.0,1800.2838430404663,105.0
3133_10j_5m,96.0,1800.2780001163483,96.0
3134_10j_5m,97.0,1800.3094358444214,97.0
3135_10j_5m,97.0,1800.3306427001953,97.0
3136_10j_5m,105.0,1800.301386833191,105.0
3137_10j_5m,90.0,1800.2391996383667,90.0
3138_10j_5m,93.0,1800.2358627319336,93.0
3139_10j_5m,102.0,1800.2320795059204,102.0
3140_10j_5m,93.0,1800.241719007492,93.0
3141_10j_5m,106.0,1800.2474863529205,106.0
3142_10j_5m,106.0,1800.219974040985,106.0
3144_10j_5m,110.0,1800.2194712162018,110.0
3145_10j_5m,83.0,1800.2522640228271,83.0
3146_10j_5m,115.0,1800.2414162158966,115.0
3147_10j_5m,84.0,1800.2542266845703,84.0
3148_10j_5m,103.0,1800.223711013794,103.0
3149_10j_5m,88.0,1800.2207169532776,88.0
3150_10j_5m,96.0,1800.2386102676392,96.0
3151_10j_5m,111.0,1800.2304306030273,111.0
3152_10j_5m,103.0,1800.2289743423462,103.0
3153_10j_5m,109.0,1800.2534003257751,109.0
3155_10j_5m,105.0,1800.20187997818,105.0
3156_10j_5m,103.0,1800.2427062988281,103.0
3157_10j_5m,107.0,1800.2257874011993,107.0
3158_10j_5m,91.0,1800.2390201091766,91.0
3159_10j_5m,96.0,1800.237342119217,96.0
3200_10j_5m,96.0,1800.227816581726,96.0
3201_10j_5m,101.0,1800.328824043274,101.0
3202_10j_5m,105.0,1800.2916836738586,105.0
3203_10j_5m,99.0,1800.2974035739899,99.0
3205_10j_5m,91.0,1800.261156797409,91.0
3206_10j_5m,100.0,1800.2105658054352,100.0
3207_10j_5m,97.0,1800.2784962654114,97.0
3208_10j_5m,84.0,1800.243968963623,84.0
3209_10j_5m,90.0,1800.2354626655579,90.0
3210_10j_5m,110.0,1800.2527167797089,110.0
3211_10j_5m,91.0,1800.2233698368073,91.0
3212_10j_5m,87.0,1800.2019970417023,87.0
3213_10j_5m,101.0,1800.2426795959473,101.0
3214_10j_5m,92.0,1800.2379064559937,92.0
3216_10j_5m,91.0,1800.2528584003448,91.0
3217_10j_5m,93.0,1800.2053027153015,93.0
3218_10j_5m,88.0,1800.1981360912323,88.0
3219_10j_5m,93.0,1800.1775531768799,93.0
3220_10j_5m,81.0,1800.2168340682983,81.0
3221_10j_5m,93.0,1800.2092287540436,93.0
3222_10j_5m,89.0,1800.2173476219177,89.0
3223_10j_5m,97.0,1800.2326700687408,97.0
3225_10j_5m,109.0,1800.2366852760315,109.0
3226_10j_5m,81.0,1800.22820520401,81.0
3227_10j_5m,95.0,1800.256309747696,95.0
3228_10j_5m,110.0,1800.2323904037476,110.0
3229_10j_5m,82.0,1800.2293388843536,82.0
3230_10j_5m,100.0,1800.2364432811737,100.0
3231_10j_5m,94.0,1800.240846157074,94.0
3232_10j_5m,106.0,1800.2580494880676,106.0
3233_10j_5m,105.0,1800.2459526062012,105.0
3234_10j_5m,71.0,1800.2129549980164,71.0
3235_10j_5m,94.0,1800.2414150238037,94.0
3237_10j_5m,96.0,1800.2075135707855,96.0
3238_10j_5m,94.0,1800.214903831482,94.0
3239_10j_5m,97.0,1800.232188463211,97.0
3240_10j_5m,95.0,1800.2036740779877,95.0
3241_10j_5m,96.0,1800.2486636638641,96.0
3242_10j_5m,91.0,434.8578460216522,91.0
3243_10j_5m,94.0,1800.1875987052917,94.0
3244_10j_5m,87.0,1800.2024281024933,87.0
3245_10j_5m,99.0,1800.237632036209,99.0
3246_10j_5m,105.0,1800.265578508377,105.0
3248_10j_5m,107.0,1800.2678906917572,107.0
3249_10j_5m,115.0,1800.242182970047,115.0
3250_10j_5m,117.0,1800.2629244327545,117.0
3251_10j_5m,116.0,1800.2532465457916,116.0
3252_10j_5m,92.0,1800.2356956005096,92.0
3253_10j_5m,95.0,1800.2328004837036,95.0
3254_10j_5m,111.0,0.7946240901947021,111.0
3255_10j_5m,115.0,1800.2539336681366,115.0
3256_10j_5m,77.0,1800.2269871234894,77.0
3257_10j_5m,91.0,1800.1847956180573,91.0
3259_10j_5m,81.0,1800.2113809585571,81.0
3300_10j_5m,93.0,1800.2295746803284,93.0
3301_10j_5m,89.0,1800.1940574645996,89.0
3302_10j_5m,85.0,1224.271985054016,85.0
3303_10j_5m,88.0,1800.2081031799316,88.0
3304_10j_5m,83.0,1800.2074155807495,83.0
3305_10j_5m,88.0,1800.228837966919,88.0
3306_10j_5m,77.0,1800.2392983436584,77.0
3307_10j_5m,96.0,1800.2068610191345,96.0
3308_10j_5m,92.0,1800.2407565116882,92.0
3309_10j_5m,89.0,1800.212172985077,89.0
3311_10j_5m,107.0,1800.2156546115875,107.0
3312_10j_5m,98.0,1800.2018342018127,98.0
3313_10j_5m,82.0,1800.2127273082733,82.0
3314_10j_5m,88.0,1800.2135937213898,88.0
3315_10j_5m,103.0,1800.2157235145569,103.0
3316_10j_5m,82.0,1800.252762556076,82.0
3317_10j_5m,103.0,2.8526864051818848,103.0
1615_15j_10m,139.0,1802.7164113521576,139.0
1616_15j_10m,136.0,1803.002641916275,136.0
1617_15j_10m,135.0,1803.14848446846,135.0
1618_15j_10m,132.0,1802.9775395393372,132.0
1620_15j_10m,152.0,1803.2402610778809,152.0
1621_15j_10m,147.0,1803.1385846138,147.0
1622_15j_10m,145.0,1802.9227418899536,145.0
1623_15j_10m,140.0,1803.0455405712128,140.0
1625_15j_10m,147.0,1803.1177582740784,147.0
1626_15j_10m,137.0,1802.956491470337,137.0
1627_15j_10m,135.0,1802.7787799835205,135.0
1628_15j_10m,139.0,1802.792575120926,139.0
1629_15j_10m,144.0,1802.9042406082153,144.0
1631_15j_10m,144.0,1802.710052728653,144.0
1632_15j_10m,144.0,1802.7927651405334,144.0
1633_15j_10m,120.0,1803.013243675232,120.0
1634_15j_10m,130.0,1802.9719457626343,130.0
1636_15j_10m,126.0,1802.7562310695648,126.0
1637_15j_10m,139.0,1802.832993030548,139.0
1638_15j_10m,130.0,1802.8548130989075,130.0
1639_15j_10m,140.0,1802.7901179790497,140.0
1641_15j_10m,142.0,1803.1954445838928,142.0
1642_15j_10m,143.0,1803.0203256607056,143.0
1643_15j_10m,153.0,1802.9655940532684,153.0
1644_15j_10m,130.0,1803.127465248108,130.0
1646_15j_10m,138.0,220.58871269226074,138.0
1647_15j_10m,142.0,1803.0382461547852,142.0
1648_15j_10m,134.0,408.9875180721283,134.0
1649_15j_10m,141.0,1803.0620985031128,141.0
1651_15j_10m,143.0,1803.0310156345367,143.0
1652_15j_10m,151.0,1803.3146426677704,151.0
1653_15j_10m,145.0,1803.2520985603333,145.0
1654_15j_10m,141.0,1803.3456439971924,141.0
1656_15j_10m,135.0,1803.55655169487,135.0
1657_15j_10m,148.0,1803.4419538974762,148.0
1658_15j_10m,147.0,1803.4099740982056,147.0
1659_15j_10m,145.0,1803.5469164848328,145.0
1701_15j_10m,148.0,1803.4364202022552,148.0
1702_15j_10m,133.0,1803.449798822403,133.0
1703_15j_10m,145.0,1803.4416251182556,145.0
1704_15j_10m,152.0,1803.4651417732239,152.0
1706_15j_10m,152.0,92.17065811157227,152.0
1707_15j_10m,150.0,1803.3742220401764,150.0
1708_15j_10m,161.0,360.64281368255615,161.0
1709_15j_10m,147.0,1803.3800237178802,147.0
1711_15j_10m,149.0,1803.520647764206,149.0
1712_15j_10m,145.0,1803.3839693069458,145.0
1713_15j_10m,150.0,1803.4208853244781,150.0
1714_15j_10m,159.0,1803.4105463027954,159.0
1716_15j_10m,145.0,1803.5137112140656,145.0
1717_15j_10m,141.0,1803.4972505569458,141.0
1718_15j_10m,163.0,1803.5513410568237,163.0
1719_15j_10m,171.0,73.66059446334839,171.0
1721_15j_10m,155.0,1802.9456131458282,155.0
1722_15j_10m,140.0,1803.1971650123596,140.0
1723_15j_10m,168.0,1803.2224426269531,168.0
1725_15j_10m,150.0,1803.5698285102844,150.0
1726_15j_10m,155.0,1803.2219016551971,155.0
1727_15j_10m,154.0,1803.0937237739563,154.0
1728_15j_10m,148.0,1803.2282357215881,148.0
1730_15j_10m,143.0,1802.598376750946,143.0
1731_15j_10m,130.0,1802.7587077617645,130.0
1732_15j_10m,127.0,1802.5864012241364,127.0
1733_15j_10m,133.0,1802.7842087745667,133.0
1735_15j_10m,133.0,1802.8987205028534,133.0
1736_15j_10m,143.0,1802.976434469223,143.0
1737_15j_10m,132.0,1802.7822766304016,132.0
1738_15j_10m,133.0,1802.672890663147,133.0
1740_15j_10m,130.0,1802.769368171692,130.0
1741_15j_10m,132.0,1802.7738614082336,132.0
1742_15j_10m,145.0,1802.979866027832,145.0
1743_15j_10m,155.0,1803.0603399276733,155.0
1745_15j_10m,141.0,1802.9878182411194,141.0
1746_15j_10m,146.0,1803.2119674682617,146.0
1747_15j_10m,143.0,1803.2894401550293,143.0
1748_15j_10m,142.0,654.7276544570923,142.0
1750_15j_10m,140.0,1803.3285040855408,140.0
1751_15j_10m,161.0,70.42684149742126,161.0
1752_15j_10m,145.0,1803.1965305805206,145.0
1753_15j_10m,140.0,1803.1659915447235,140.0
1755_15j_10m,127.0,1802.9942228794098,127.0
1756_15j_10m,150.0,1802.9529094696045,150.0
1757_15j_10m,142.0,1803.0198214054108,142.0
1758_15j_10m,135.0,1803.1018002033234,135.0
1800_15j_10m,151.0,1803.073297739029,151.0
1801_15j_10m,139.0,1803.0555438995361,139.0
1802_15j_10m,137.0,1803.1048874855042,137.0
1803_15j_10m,159.0,1803.0392854213715,159.0
1805_15j_10m,142.0,1802.9713146686554,142.0
1806_15j_10m,128.0,1802.9378724098206,128.0
1807_15j_10m,131.0,1803.373901605606,131.0
1808_15j_10m,156.0,1803.337431192398,156.0
1810_15j_10m,154.0,1803.6537923812866,154.0
1811_15j_10m,153.0,1803.3955919742584,153.0
1812_15j_10m,152.0,1803.484275341034,152.0
1813_15j_10m,155.0,1803.443468093872,155.0
1815_15j_10m,152.0,1803.30642080307,152.0
1816_15j_10m,146.0,1803.455372095108,146.0
1817_15j_10m,148.0,1803.5808742046356,148.0
1818_15j_10m,142.0,1803.576090335846,142.0
0928_20j_10m,196.0,1804.320463180542,196.0
0929_20j_10m,192.0,1804.9845790863037,192.0
0931_20j_10m,188.0,1804.537629365921,188.0
0932_20j_10m,200.0,1805.1381900310516,200.0
0933_20j_10m,188.0,1804.5909280776978,188.0
0935_20j_10m,174.0,1805.196614742279,174.0
0936_20j_10m,188.0,1804.8936784267426,188.0
0937_20j_10m,186.0,1804.973484992981,186.0
0938_20j_10m,179.0,1804.6933643817902,179.0
0940_20j_10m,186.0,1804.5090909004211,186.0
0941_20j_10m,194.0,1805.1675543785095,194.0
0942_20j_10m,204.0,1805.6201469898224,204.0
0944_20j_10m,185.0,1805.119726896286,185.0
0945_20j_10m,197.0,1805.00453042984,197.0
0946_20j_10m,181.0,1805.185539484024,181.0
0948_20j_10m,192.0,1805.1087667942047,192.0
0949_20j_10m,196.0,1804.8342473506927,196.0
0950_20j_10m,207.0,1805.1706817150116,207.0
0951_20j_10m,197.0,1804.9900498390198,197.0
0953_20j_10m,196.0,1804.8651349544525,196.0
0954_20j_10m,180.0,1804.9123058319092,180.0
0955_20j_10m,202.0,1805.0975489616394,202.0
0957_20j_10m,199.0,1804.7945330142975,199.0
0958_20j_10m,193.0,1804.7871935367584,193.0
0959_20j_10m,197.0,1804.7214300632477,197.0
1001_20j_10m,194.0,1804.9352843761444,194.0
1002_20j_10m,193.0,1805.3261361122131,193.0
1003_20j_10m,197.0,1804.6125254631042,197.0
1005_20j_10m,180.0,1804.8145666122437,180.0
1006_20j_10m,194.0,1804.8340215682983,194.0
1007_20j_10m,202.0,1804.6594274044037,202.0
1009_20j_10m,196.0,1805.138612985611,196.0
1010_20j_10m,195.0,1804.781816482544,195.0
1011_20j_10m,197.0,1804.4086754322052,197.0
1013_20j_10m,194.0,1804.595817565918,194.0
1014_20j_10m,194.0,1804.5049080848694,194.0
1015_20j_10m,201.0,1805.6364347934723,201.0
1016_20j_10m,202.0,1804.9425213336945,202.0
1018_20j_10m,178.0,1805.041065454483,178.0
1019_20j_10m,204.0,1804.8979420661926,204.0
1021_20j_10m,176.0,1805.1203618049622,176.0
1022_20j_10m,182.0,1804.4670386314392,182.0
1023_20j_10m,196.0,1804.296860218048,196.0
1025_20j_10m,191.0,1804.577092409134,191.0
1026_20j_10m,189.0,1804.585197210312,189.0
1027_20j_10m,180.0,1804.677592754364,180.0
1029_20j_10m,191.0,1804.7709157466888,191.0
1030_20j_10m,193.0,1804.5749490261078,193.0
1031_20j_10m,190.0,1804.5604860782623,190.0
1032_20j_10m,178.0,1804.7008130550385,178.0
1034_20j_10m,234.0,1805.112295627594,234.0
1035_20j_10m,192.0,1805.5843534469604,192.0
1036_20j_10m,209.0,1805.6939942836761,209.0
1038_20j_10m,204.0,1805.8101212978363,204.0
1039_20j_10m,209.0,1805.387755870819,209.0
1040_20j_10m,200.0,1805.6473121643066,200.0
1042_20j_10m,202.0,1805.2131350040436,202.0
1043_20j_10m,215.0,1805.9516353607178,215.0
1044_20j_10m,230.0,1805.6773767471313,230.0
1046_20j_10m,208.0,1805.2020998001099,208.0
1047_20j_10m,202.0,1805.5079891681671,202.0
1048_20j_10m,198.0,1805.170575618744,198.0
1050_20j_10m,186.0,1804.5869071483612,186.0
1051_20j_10m,204.0,1804.5649180412292,204.0
1052_20j_10m,203.0,1804.9427998065948,203.0
1054_20j_10m,196.0,1804.768580198288,196.0
1055_20j_10m,191.0,1804.51824092865,191.0
1056_20j_10m,192.0,1804.454558134079,192.0
1057_20j_10m,191.0,1804.8974854946136,191.0
1059_20j_10m,199.0,1804.9202198982239,199.0
1100_20j_10m,181.0,1804.8493638038635,181.0
1101_20j_10m,208.0,1804.678498506546,208.0
1103_20j_10m,199.0,1805.219392299652,199.0
1104_20j_10m,201.0,1804.720373392105,201.0
1105_20j_10m,193.0,1804.6957800388336,193.0
1107_20j_10m,212.0,1804.9398245811462,212.0
1108_20j_10m,186.0,1804.8631670475006,186.0
1109_20j_10m,205.0,1805.0752334594727,205.0
1111_20j_10m,180.0,1805.2264752388,180.0
1112_20j_10m,198.0,1804.7340388298035,198.0
1113_20j_10m,190.0,1804.849054813385,190.0
1115_20j_10m,188.0,1804.830864906311,188.0
1116_20j_10m,187.0,1804.7079298496246,187.0
1117_20j_10m,193.0,1805.008430480957,193.0
1118_20j_10m,206.0,1805.1931569576263,206.0
1120_20j_10m,198.0,1805.6098144054413,198.0
1121_20j_10m,201.0,1804.838928937912,201.0
1122_20j_10m,194.0,1805.3779919147491,194.0
1124_20j_10m,204.0,1805.1252949237823,204.0
1125_20j_10m,203.0,1804.7111971378326,203.0
1126_20j_10m,208.0,1805.0499031543732,208.0
1128_20j_10m,204.0,1804.6884772777557,204.0
1129_20j_10m,206.0,1804.8570804595947,206.0
1130_20j_10m,196.0,1804.7789723873138,196.0
1132_20j_10m,189.0,1804.9160063266754,189.0
1133_20j_10m,205.0,1805.1189169883728,205.0
1134_20j_10m,201.0,1805.249296426773,201.0
1135_20j_10m,200.0,1805.145105600357,200.0
1137_20j_10m,218.0,1805.1055822372437,218.0
1138_20j_10m,195.0,1805.251963376999,195.0
3523_20j_5m,211.0,1800.603155374527,211.0
3524_20j_5m,185.0,1800.7340381145477,185.0
3525_20j_5m,214.0,1800.744778394699,214.0
3526_20j_5m,179.0,1800.7244873046875,179.0
3527_20j_5m,206.0,1800.7851917743683,206.0
3529_20j_5m,202.0,1800.7690196037292,202.0
3530_20j_5m,210.0,1800.7800884246826,210.0
3531_20j_5m,204.0,1800.7254385948181,204.0
3532_20j_5m,219.0,1800.6493661403656,219.0
3533_20j_5m,192.0,1800.6362934112549,192.0
3534_20j_5m,198.0,1800.5707743167877,198.0
3536_20j_5m,191.0,1800.5853650569916,191.0
3537_20j_5m,175.0,1800.6003754138947,175.0
3538_20j_5m,177.0,1800.6059939861298,177.0
3539_20j_5m,173.0,1800.6043066978455,173.0
3540_20j_5m,175.0,1800.6109738349915,175.0
3542_20j_5m,194.0,1800.6532573699951,194.0
3543_20j_5m,166.0,1800.6284584999084,166.0
3544_20j_5m,180.0,1800.5790355205536,180.0
3545_20j_5m,172.0,1800.5990343093872,172.0
3546_20j_5m,200.0,1800.694261789322,200.0
3547_20j_5m,172.0,1800.641126871109,172.0
3549_20j_5m,197.0,1800.7486684322357,197.0
3550_20j_5m,193.0,1800.6557369232178,193.0
3551_20j_5m,198.0,1800.6815621852875,198.0
3552_20j_5m,159.0,1800.723005771637,159.0
3553_20j_5m,204.0,1800.7627038955688,204.0
3555_20j_5m,183.0,1800.687245607376,183.0
3556_20j_5m,189.0,1800.7291088104248,189.0
3557_20j_5m,198.0,1800.6925873756409,198.0
3558_20j_5m,210.0,1800.6887629032135,210.0
3559_20j_5m,207.0,1800.7663025856018,207.0
3601_20j_5m,197.0,1800.6121261119843,197.0
3602_20j_5m,197.0,1800.7241814136505,197.0
3603_20j_5m,209.0,1800.6926164627075,209.0
3604_20j_5m,183.0,1800.75488448143,183.0
3605_20j_5m,199.0,1800.7594194412231,199.0
3606_20j_5m,201.0,1800.7236440181732,201.0
3608_20j_5m,202.0,1800.7288229465485,202.0
3609_20j_5m,182.0,1800.8002090454102,182.0
3610_20j_5m,173.0,1800.565898180008,173.0
3611_20j_5m,186.0,1800.568911075592,186.0
3612_20j_5m,181.0,1800.505620956421,181.0
3614_20j_5m,189.0,1800.6038160324097,189.0
3615_20j_5m,158.0,1800.6371276378632,158.0
3616_20j_5m,160.0,1800.57524228096,160.0
3617_20j_5m,167.0,1800.585042476654,167.0
3618_20j_5m,195.0,1800.6562714576721,195.0
3619_20j_5m,162.0,1800.7307987213135,162.0
3621_20j_5m,170.0,1800.5905845165253,170.0
3622_20j_5m,206.0,1800.6459896564484,206.0
3623_20j_5m,207.0,1800.6328933238983,207.0
3624_20j_5m,182.0,1800.681788444519,182.0
3625_20j_5m,185.0,1800.635095357895,185.0
3627_20j_5m,180.0,1800.6642611026764,180.0
3628_20j_5m,216.0,1800.6523265838623,216.0
3629_20j_5m,186.0,1800.597424030304,186.0
3630_20j_5m,182.0,1800.6832048892975,182.0
3631_20j_5m,190.0,1800.6223697662354,190.0
3633_20j_5m,186.0,1800.7091410160065,186.0
